appid,release_date
379600,2015-06-25
379610,2016-12-16
379640,2015-10-01
379720,2016-05-12
379760,2015-08-12
379870,2016-10-27
379960,2015-06-22
379980,2016-03-09
379990,2015-07-29
380000,2015-07-01
380020,2015-09-16
380100,2016-06-16
380120,2015-06-24
380140,2015-10-12
380150,2015-08-31
380210,2015-11-20
380220,2016-04-05
380360,2015-07-17
380540,2015-08-24
380550,2015-06-30
380560,2015-06-24
380580,2015-06-23
380600,2017-08-28
380660,2016-07-05
380670,2016-04-04
380690,2015-06-29
380700,2015-08-04
380750,2016-06-02
380790,2015-07-24
380810,2017-02-22
380840,2015-08-24
380860,2017-01-16
380920,2017-11-02
380950,2015-10-23
380990,2015-08-18
381000,2016-09-08
381010,2015-09-28
381020,2017-08-24
381050,2015-12-04
381100,2015-10-14
381120,2016-05-20
381130,2015-07-14
381140,2015-08-18
381170,2015-08-20
381180,2017-04-04
381210,2016-06-14
381220,2015-07-31
381250,2017-04-07
381260,2015-10-12
381310,2016-04-05
381320,2016-03-03
381340,2016-11-03
381550,2018-05-07
381560,2015-07-09
381590,2015-07-08
381610,2015-08-04
381640,2016-01-26
381750,2018-07-16
381780,2015-09-28
381800,2015-07-14
381850,2015-09-23
381870,2015-06-22
381880,2016-07-21
381890,2017-02-07
381900,2015-08-14
381910,2015-08-28
381940,2016-07-18
382000,2017-08-30
382050,2016-06-22
382070,2015-10-02
382080,2015-06-26
382090,2015-09-14
382110,2016-03-31
382120,2015-09-25
382130,2015-08-31
382140,2015-10-06
382160,2015-10-16
382180,2015-06-30
382250,2015-12-21
382260,2016-09-30
382270,2015-09-17
382300,2015-08-04
382310,2018-02-06
382320,2015-07-27
382330,2017-05-23
382350,2015-10-28
382360,2017-02-09
382380,2015-07-06
382420,2016-03-03
382480,2015-07-17
382490,2015-08-18
382570,2015-06-24
382880,2016-06-14
382890,2015-09-24
382900,2015-12-16
382920,2015-07-23
383010,2015-07-06
383020,2016-01-08
383080,2015-07-29
383100,2015-06-30
383120,2015-08-05
383150,2016-05-31
383180,2016-05-31
383190,2015-07-03
383230,2016-12-02
383240,2015-11-20
383270,2016-08-30
383330,2015-07-07
383460,2015-10-30
383520,2015-07-07
383530,2015-07-17
383540,2015-08-05
383560,2015-07-16
383580,2016-05-03
383590,2015-08-14
383620,2015-07-08
383630,2015-07-15
383670,2015-07-03
383690,2015-10-23
383700,2015-07-27
383710,2015-08-04
383720,2015-09-30
383750,2015-07-24
383780,2015-09-15
383790,2016-10-31
383800,2016-01-21
383810,2015-07-13
383840,2018-10-03
383870,2016-02-09
383930,2016-08-10
383950,2015-09-22
383960,2015-07-28
383980,2017-03-28
384000,2015-09-10
384010,2015-10-09
384030,2016-11-29
384040,2015-09-10
384080,2016-10-06
384090,2015-09-28
384100,2016-01-18
384110,2015-10-29
384120,2015-09-11
384180,2016-12-12
384190,2016-08-02
384200,2018-05-08
384210,2015-07-23
384230,2018-05-03
384250,2017-05-05
384280,2015-08-13
384300,2015-07-06
384310,2015-08-27
384320,2015-11-27
384330,2016-03-24
384360,2015-08-18
384480,2016-01-20
384490,2016-07-01
384500,2016-06-10
384550,2015-09-01
384570,2015-08-20
384590,2015-10-02
384630,2015-12-21
384660,2015-09-16
384680,2015-07-16
384690,2015-11-02
384700,2015-11-24
384740,2017-10-06
384750,2016-08-02
384840,2015-10-02
384880,2018-11-15
384890,2015-07-13
384900,2015-07-16
384910,2015-08-03
384920,2015-08-14
384940,2016-10-17
384950,2015-07-06
384960,2016-04-29
384970,2016-09-29
384980,2015-07-08
384990,2015-11-25
385030,2016-01-25
385060,2015-08-24
385070,2015-07-16
385080,2016-04-29
385100,2015-11-02
385130,2017-02-09
385150,2015-07-17
385220,2015-07-09
385230,2015-07-06
385240,2016-08-22
385250,2015-10-14
385260,2015-08-26
385270,2018-05-17
385310,2015-11-23
385330,2015-08-28
385350,2016-04-22
385360,2015-11-06
385370,2016-06-16
385380,2016-06-03
385390,2015-08-11
385400,2015-07-08
385410,2017-09-08
385440,2015-09-02
385490,2015-08-31
385530,2015-09-29
385560,2016-05-03
385580,2015-07-28
385590,2015-07-17
385600,2015-10-23
385630,2015-07-17
385690,2015-08-03
385700,2015-07-22
385710,2015-08-05
385730,2016-03-10
385760,2016-09-20
385770,2015-07-23
385800,2015-08-17
385810,2016-01-22
385830,2015-09-03
385840,2016-10-25
385850,2018-08-01
385860,2015-07-15
385900,2015-07-24
385940,2017-09-15
385950,2016-05-26
385960,2015-07-23
386050,2015-08-28
386070,2015-08-18
386080,2016-04-28
386090,2015-07-22
386100,2017-09-21
386140,2017-06-02
386160,2015-07-17
386180,2017-07-26
386200,2017-05-19
386260,2015-07-24
386280,2015-11-20
386290,2015-11-10
386330,2015-07-20
386340,2015-08-25
386360,2015-09-08
386390,2015-10-19
386400,2015-12-11
386420,2015-07-31
386480,2015-12-28
386490,2016-06-03
386510,2015-12-15
386520,2015-07-17
386540,2015-09-30
386560,2015-09-28
386590,2015-10-05
386600,2015-07-20
386620,2017-09-13
386630,2015-07-31
386640,2015-11-17
386650,2016-02-29
386690,2016-04-05
386700,2015-08-06
386710,2017-10-02
386740,2015-12-21
386750,2016-08-31
386770,2017-01-11
386840,2015-08-13
386870,2015-08-27
386880,2015-07-13
386900,2015-08-12
386930,2017-07-27
386940,2016-03-04
386960,2017-08-17
386970,2016-11-04
386990,2015-08-04
387010,2015-11-24
387060,2015-12-04
387070,2015-08-10
387090,2016-10-05
387100,2017-05-22
387110,2015-09-18
387130,2016-01-18
387240,2015-12-03
387270,2015-07-31
387280,2015-07-29
387290,2016-04-27
387340,2016-03-21
387370,2016-01-15
387400,2016-03-16
387430,2015-07-28
387450,2015-08-11
387840,2015-09-02
387850,2015-07-24
387860,2015-08-10
387870,2015-09-25
387880,2015-07-16
387890,2015-08-03
387930,2015-11-19
387970,2015-08-24
387990,2016-01-19
388010,2015-08-20
388050,2015-09-04
388060,2015-09-30
388090,2015-07-23
388120,2016-02-15
388140,2017-12-08
388160,2015-07-30
388210,2016-03-21
388260,2015-12-16
388270,2015-07-24
388300,2015-07-27
388320,2016-04-04
388340,2015-07-20
388360,2015-09-25
388370,2017-07-11
388390,2015-07-20
388410,2015-11-05
388420,2015-08-21
388430,2015-09-21
388440,2015-08-20
388450,2015-10-15
388490,2015-09-01
388500,2015-07-31
388540,2015-11-19
388550,2017-06-07
388600,2015-10-05
388620,2015-09-04
388660,2015-09-25
388680,2015-08-04
388720,2015-08-21
388730,2015-07-17
388750,2016-03-02
388800,2015-08-28
388830,2016-05-18
388840,2016-06-24
388880,2016-01-14
388900,2016-12-07
388910,2017-02-17
388960,2017-01-17
388970,2015-09-01
389010,2016-08-17
389050,2016-02-01
389140,2018-05-15
389160,2015-11-16
389170,2016-03-24
389190,2016-07-07
389220,2017-03-09
389230,2017-04-25
389250,2015-08-12
389260,2017-01-12
389270,2015-07-22
389310,2015-09-28
389330,2018-01-08
389400,2015-07-29
389430,2016-01-25
389460,2015-07-23
389470,2015-11-04
389510,2016-03-07
389530,2016-05-30
389570,2015-07-29
389650,2015-11-10
389680,2015-08-07
389690,2015-08-07
389700,2015-08-03
389730,2017-06-01
389740,2015-10-23
389840,2015-07-30
389850,2015-12-02
389870,2015-10-22
389900,2015-07-28
389940,2018-08-02
389970,2015-07-22
389980,2018-02-22
390030,2017-02-28
390040,2016-11-08
390090,2019-01-21
390100,2017-02-14
390200,2015-09-10
390210,2015-12-10
390220,2015-09-17
390290,2015-10-29
390310,2016-08-05
390330,2016-11-14
390340,2016-06-21
390460,2016-01-14
390510,2015-08-18
390520,2015-12-10
390540,2016-11-09
390560,2017-09-14
390570,2015-08-14
390610,2015-09-08
390620,2017-03-28
390660,2015-08-10
390670,2015-11-12
390680,2016-02-26
390710,2018-03-07
390720,2016-07-12
390730,2016-01-05
390870,2015-11-17
390880,2015-08-28
390890,2015-08-12
390910,2015-07-28
390920,2015-10-29
390930,2016-01-28
390940,2015-08-20
390970,2015-11-02
391000,2015-08-21
391030,2015-08-24
391040,2016-08-18
391070,2015-07-30
391100,2015-12-23
391120,2015-09-16
391140,2018-01-22
391160,2015-07-30
391170,2015-08-14
391180,2015-11-13
391190,2015-10-20
391210,2015-08-25
391220,2016-02-09
391250,2015-09-09
391260,2015-08-14
391270,2015-08-03
391280,2016-12-12
391290,2016-12-14
391300,2017-01-18
391310,2016-06-21
391340,2015-08-14
391380,2016-07-06
391390,2015-09-04
391400,2017-08-03
391410,2015-07-30
391420,2016-05-02
391440,2015-09-23
391460,2015-08-25
391490,2015-09-14
391510,2016-02-03
391520,2015-09-21
391540,2015-09-15
391550,2016-06-01
391560,2016-10-20
391580,2015-08-20
391590,2015-07-31
391600,2016-12-01
391630,2015-10-27
391640,2017-02-28
391650,2017-07-03
391660,2015-08-19
391720,2016-02-15
391730,2016-01-21
391740,2015-08-10
391780,2015-10-26
391820,2016-06-06
391910,2015-10-16
391960,2015-12-03
392000,2016-02-16
392020,2015-08-26
392030,2016-05-12
392040,2019-01-18
392070,2015-09-18
392080,2016-02-11
392100,2016-09-14
392110,2017-05-18
392120,2016-04-29
392160,2018-11-30
392190,2016-04-01
392260,2016-09-27
392280,2017-04-06
392290,2018-07-19
392330,2016-10-28
392370,2016-08-19
392410,2016-09-20
392450,2015-08-12
392470,2015-09-01
392580,2016-10-12
392600,2015-12-07
392610,2017-07-27
392620,2015-10-15
392680,2016-04-05
392690,2015-09-21
392720,2015-09-30
392730,2015-09-29
392780,2015-09-21
392820,2015-09-04
392890,2015-08-14
392920,2015-08-14
392930,2015-08-21
392940,2015-09-25
392950,2015-09-24
392970,2016-01-12
393080,2017-07-27
393150,2015-09-09
393170,2015-11-02
393190,2018-11-07
393200,2016-07-20
393220,2017-10-31
393240,2015-10-19
393290,2015-09-16
393350,2015-08-11
393380,2015-12-14
393390,2016-02-12
393410,2015-08-26
393420,2015-12-03
393430,2016-04-19
393460,2016-06-07
393520,2018-01-23
393530,2016-06-07
393540,2015-08-10
393550,2015-08-12
393600,2015-09-16
393610,2015-11-16
393660,2015-09-02
393750,2016-04-19
393770,2016-03-24
393790,2016-09-30
393820,2016-03-25
393860,2016-06-01
393920,2015-10-23
393930,2016-07-14
393950,2015-08-20
393980,2015-08-24
394010,2016-04-10
394030,2015-08-31
394120,2017-12-25
394130,2016-02-01
394140,2015-08-26
394160,2016-04-19
394220,2015-11-18
394230,2016-05-03
394260,2016-02-15
394270,2015-08-27
394280,2015-09-24
394290,2015-11-18
394310,2016-01-08
394360,2016-06-06
394390,2015-08-20
394430,2017-12-07
394450,2015-10-16
394480,2015-09-10
394490,2017-05-04
394510,2015-12-07
394540,2016-04-15
394550,2015-09-03
394600,2015-09-29
394680,2015-08-27
394690,2016-04-08
394700,2016-10-19
394720,2015-09-11
394760,2016-05-06
394770,2015-08-25
394840,2015-09-25
394850,2015-10-22
394870,2015-12-02
394950,2016-05-06
394970,2016-03-14
394990,2016-01-29
395100,2016-05-20
395140,2015-10-26
395160,2015-10-20
395170,2015-10-21
395190,2015-09-21
395200,2015-12-08
395250,2015-10-01
395270,2015-10-27
395300,2015-10-22
395350,2016-02-12
395380,2015-08-24
395400,2015-09-04
395420,2015-10-21
395470,2016-11-17
395480,2015-08-21
395500,2016-07-12
395520,2015-09-24
395550,2016-12-28
395560,2015-10-01
395570,2016-02-25
395580,2015-10-05
395600,2015-10-21
395620,2016-11-15
395850,2016-02-26
395860,2015-12-03
395880,2016-04-25
395900,2015-11-12
395910,2015-09-02
395920,2015-10-21
395930,2015-08-26
395940,2017-05-12
395960,2015-11-02
396010,2016-01-21
396030,2015-09-03
396060,2016-04-05
396090,2015-10-16
396230,2015-08-21
396260,2016-03-15
396280,2017-02-22
396310,2015-10-09
396320,2016-03-01
396350,2017-02-08
396360,2015-12-09
396480,2016-02-24
396530,2015-09-07
396560,2017-07-07
396590,2015-10-16
396610,2015-08-21
396640,2015-09-22
396650,2016-08-22
396660,2016-08-31
396680,2016-06-06
396710,2018-04-03
396730,2015-08-25
396750,2017-05-25
396790,2015-10-22
396800,2015-12-25
396820,2015-08-24
396850,2015-11-18
396860,2015-09-16
396870,2016-05-11
396890,2015-12-24
396900,2018-11-06
396930,2015-11-24
397020,2015-10-22
397040,2015-12-02
397060,2017-03-08
397090,2016-03-18
397100,2016-03-25
397160,2019-03-08
397180,2015-10-22
397190,2016-05-19
397200,2015-08-31
397210,2015-09-23
397240,2015-09-11
397270,2015-09-25
397310,2017-08-11
397320,2016-04-22
397330,2015-10-20
397340,2015-12-17
397350,2015-12-03
397360,2015-11-09
397390,2016-03-25
397400,2015-08-26
397430,2015-10-28
397440,2015-10-21
397460,2015-10-13
397500,2015-08-28
397570,2015-11-03
397580,2015-09-18
397600,2017-07-10
397640,2015-12-14
397660,2017-02-21
397690,2015-09-04
397700,2015-08-31
397720,2015-12-09
397730,2016-10-27
397740,2015-10-02
397750,2016-10-03
397760,2017-07-07
397770,2015-09-30
397780,2015-09-04
397800,2015-09-03
397810,2017-04-20
397820,2016-01-21
397830,2015-09-04
397840,2015-09-23
397850,2017-05-09
397860,2016-03-09
397870,2015-09-15
397900,2017-07-27
397940,2015-09-30
397950,2016-09-27
397960,2015-11-09
397970,2015-09-24
397980,2015-09-18
397990,2015-09-22
398000,2015-10-20
398020,2015-12-15
398030,2018-09-13
398070,2016-01-15
398100,2015-11-18
398110,2015-08-28
398120,2016-12-22
398140,2017-03-02
398150,2016-06-27
398170,2016-01-18
398180,2015-09-25
398250,2015-09-30
398260,2016-08-26
398450,2015-08-31
398460,2015-09-07
398480,2015-11-10
398530,2015-11-05
398620,2015-10-13
398640,2015-09-03
398670,2016-11-22
398680,2016-05-13
398710,2015-09-18
398810,2017-09-20
398830,2015-10-09
398840,2015-10-15
398850,2016-03-30
398890,2016-03-23
398900,2015-09-07
398920,2015-08-31
398930,2016-02-18
398940,2015-12-21
398960,2015-08-31
398980,2015-11-09
399000,2015-09-30
399040,2015-09-28
399070,2015-12-10
399090,2015-09-01
399100,2015-08-31
399120,2016-02-18
399130,2016-07-08
399140,2015-09-25
399180,2015-08-31
399230,2015-09-02
399240,2016-06-07
399260,2015-09-03
399420,2015-09-03
399430,2015-08-31
399520,2015-09-02
399530,2016-02-16
399600,2016-05-04
399640,2015-10-16
399670,2015-10-02
399780,2015-09-30
399790,2015-09-11
399810,2018-10-29
399820,2016-11-16
399880,2015-10-06
399890,2015-11-05
399900,2015-09-08
399910,2015-10-08
399920,2015-09-25
400020,2016-03-24
400030,2016-01-19
400080,2019-04-24
400110,2015-09-24
400130,2015-11-20
400160,2015-09-23
400170,2015-11-06
400180,2016-08-18
400200,2015-12-17
400220,2015-09-15
400230,2016-08-16
400240,2016-03-28
400250,2015-12-23
400280,2018-03-04
400350,2018-05-01
400360,2016-04-01
400370,2015-10-09
400380,2015-11-20
400410,2015-09-30
400450,2016-08-31
400470,2015-10-30
400500,2015-09-07
400510,2016-06-16
400570,2017-06-05
400580,2015-09-16
400630,2016-09-29
400660,2015-09-24
400710,2015-09-15
400740,2015-10-01
400790,2015-09-11
400800,2016-04-07
400880,2016-01-25
400910,2016-01-28
400940,2018-06-14
401090,2015-09-24
401120,2015-10-05
401170,2015-11-05
401190,2015-09-17
401200,2015-09-24
401210,2016-01-18
401250,2017-06-12
401280,2015-10-12
401290,2015-11-19
401330,2015-11-27
401360,2016-01-19
401420,2015-09-11
401510,2016-05-04
401550,2015-10-08
401560,2015-09-18
401680,2016-05-20
401690,2016-02-25
401710,2017-04-18
401800,2017-02-09
401810,2017-02-01
401820,2016-04-28
401840,2015-09-18
401890,2016-02-09
401910,2017-06-08
401970,2018-08-29
402020,2015-10-27
402030,2015-10-14
402040,2016-03-10
402060,2016-02-17
402120,2015-10-19
402130,2017-04-04
402150,2016-02-17
402160,2015-09-17
402170,2015-10-01
402180,2015-09-11
402190,2015-09-22
402210,2015-09-18
402220,2017-01-20
402260,2016-03-28
402300,2015-10-16
402310,2016-05-17
402330,2017-10-06
402340,2016-03-03
402390,2015-10-12
402430,2016-03-22
402530,2016-03-29
402560,2016-11-30
402570,2016-10-04
402620,2016-02-12
402670,2015-09-25
402710,2016-09-28
402750,2016-09-29
402800,2016-04-11
402840,2015-10-13
402850,2015-09-23
402880,2016-06-03
402890,2015-09-23
402910,2017-02-03
402940,2017-10-02
402970,2015-11-16
402980,2015-11-20
403010,2015-09-16
403030,2017-10-16
403070,2015-09-30
403090,2015-09-23
403100,2015-09-23
403120,2015-11-03
403180,2015-11-06
403190,2015-10-15
403200,2015-10-20
403230,2015-09-30
403270,2015-10-30
403290,2016-09-29
403300,2015-12-15
403390,2015-12-11
403400,2016-04-19
403410,2016-04-19
403430,2016-04-19
403440,2015-09-16
403460,2015-10-15
403510,2015-10-08
403560,2015-09-30
403570,2015-09-29
403590,2016-06-30
403640,2016-11-11
403660,2015-09-28
403670,2015-10-01
403680,2015-12-07
403700,2015-11-20
403740,2015-09-21
403780,2015-10-16
403830,2015-11-20
403850,2016-03-25
403860,2015-10-23
403880,2015-12-10
403900,2015-09-17
403940,2016-02-18
403950,2015-11-16
403970,2016-12-01
403980,2016-11-04
404030,2015-10-09
404040,2015-12-03
404050,2015-10-02
404070,2017-01-19
404080,2015-10-21
404100,2015-11-12
404150,2015-11-10
404170,2017-07-06
404180,2016-04-13
404200,2018-02-08
404270,2015-10-13
404390,2016-08-26
404400,2015-11-13
404410,2015-10-30
404420,2015-10-29
404460,2015-09-22
404480,2015-09-22
404510,2016-02-25
404530,2017-09-13
404540,2017-06-20
404550,2015-11-24
404580,2015-10-15
404590,2017-03-24
404620,2016-02-04
404630,2015-10-23
404640,2016-04-08
404660,2015-10-01
404680,2017-09-26
404690,2015-10-09
404700,2016-01-29
404750,2015-10-23
404770,2016-07-21
404790,2016-02-23
404820,2016-07-13
404850,2016-02-16
404860,2015-09-29
404890,2016-01-07
404960,2018-03-15
405000,2016-05-05
405010,2015-11-20
405070,2015-09-29
405180,2015-09-25
405190,2017-09-20
405240,2017-06-23
405290,2017-05-12
405310,2016-01-26
405340,2017-01-16
405370,2016-10-21
405440,2016-03-11
405480,2017-02-08
405500,2016-06-02
405530,2016-04-13
405540,2016-02-23
405550,2016-04-07
405610,2015-10-23
405640,2016-01-04
405650,2015-11-04
405670,2019-01-10
405710,2019-04-11
405720,2016-02-26
405760,2016-10-20
405780,2015-10-21
405810,2015-12-22
405820,2015-12-17
405830,2017-03-16
405900,2016-02-24
405950,2015-12-03
405970,2016-04-15
405980,2015-11-30
406080,2015-10-02
406090,2015-09-28
406110,2016-02-01
406120,2016-02-04
406130,2016-01-26
406150,2015-10-16
406170,2016-03-22
406220,2016-07-01
406280,2016-11-18
406290,2016-04-13
406300,2015-10-30
406310,2016-01-15
406350,2018-11-01
406400,2015-10-08
406410,2016-03-30
406550,2016-07-08
406650,2015-10-02
406670,2016-05-12
406690,2018-10-05
406720,2016-03-11
406730,2015-12-11
406760,2017-06-20
406780,2015-10-31
406850,2016-07-13
406860,2018-09-18
406870,2016-01-28
406920,2015-12-14
406930,2015-10-27
406940,2016-02-16
406970,2016-09-22
407000,2017-07-14
407020,2015-10-23
407050,2018-04-09
407060,2016-03-31
407100,2015-12-14
407110,2017-03-30
407120,2015-10-07
407150,2015-10-09
407190,2015-11-19
